time/total_timesteps,eval/mean_reward,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,train/ent_coef,train/critic_loss,rollout/ep_len_mean,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed
454664,,454563,-0.14400339126586914,0.0001965450924118268,-55.49903106689453,,0.007519340142607689,0.07058979570865631,843.36,56,540,288.36099347,8115
455000,261.8841112,454899,-1.1192543506622314,0.0001965450924118268,-55.547637939453125,708.6,0.007341632153838873,5.886131763458252,,,,,
456000,313.9454996,455899,2.7122292518615723,0.0001965450924118268,-55.99008560180664,897.4,0.006994916591793299,0.26200243830680847,,,,,
457000,319.142684,456899,1.3084650039672852,0.0001965450924118268,-55.06069564819336,846.0,0.0070806541480124,7.041196823120117,,,,,
458000,150.666732,457899,-0.3171957731246948,0.0001965450924118268,-55.646305084228516,525.8,0.007262097671627998,0.20397016406059265,,,,,
458105,,458004,0.3878403306007385,0.0001965450924118268,-55.77043151855469,,0.0072906846180558205,0.095757856965065,842.6,56,544,288.55052079,8176
459000,8.613481399999992,458899,1.615627408027649,0.0001965450924118268,-54.90543746948242,1498.8,0.0074900249019265175,12.095396041870117,,,,,
460000,-145.0513918,459899,-0.15765398740768433,0.0001965450924118268,-55.28677749633789,1600.0,0.007453758269548416,0.21767957508563995,,,,,
461000,67.5329008,460899,-0.3603610098361969,0.0001965450924118268,-54.89223098754883,400.4,0.0075843483209609985,6.788842678070068,,,,,
462000,-103.0599702,461899,0.08067788183689117,0.0001965450924118268,-55.230438232421875,59.4,0.007614040281623602,6.563518524169922,,,,,
462403,,462302,0.00012859702110290527,0.0001965450924118268,-55.89226531982422,,0.007493596989661455,0.12512806057929993,856.0,56,548,287.31772282000003,8247
463000,-100.04713079999999,462899,-0.3130248486995697,0.0001965450924118268,-55.843414306640625,65.6,0.007408724166452885,0.12331975996494293,,,,,
464000,-98.0724156,463899,0.2671528160572052,0.0001965450924118268,-55.819034576416016,63.0,0.007306460756808519,12.546523094177246,,,,,
465000,318.7013354,464899,-0.11709778010845184,0.0001965450924118268,-55.52350616455078,840.8,0.007431882433593273,6.321249008178711,,,,,
465898,,465797,-0.2483808994293213,0.0001965450924118268,-55.95143127441406,,0.007588830776512623,0.17850160598754883,855.68,56,552,287.52606278999997,8296
466000,318.0140144,465899,-0.30311572551727295,0.0001965450924118268,-56.51074981689453,828.6,0.007533081341534853,0.10267972946166992,,,,,
467000,318.0036404,466899,-1.2580928802490234,0.0001965450924118268,-56.430015563964844,829.8,0.007462595589458942,0.510443925857544,,,,,
468000,311.1169618,467899,0.2682831585407257,0.0001965450924118268,-56.07359313964844,879.4,0.007405336946249008,0.11962690204381943,,,,,
469000,313.4015394,468899,0.2542906105518341,0.0001965450924118268,-56.615074157714844,822.0,0.007557053118944168,0.05802919715642929,,,,,
469302,,469201,-0.42435774207115173,0.0001965450924118268,-56.24737548828125,,0.007624615915119648,0.08529064059257507,854.34,56,556,287.69233163999996,8353
470000,315.21769340000003,469899,-0.09346441924571991,0.0001965450924118268,-56.38079833984375,858.0,0.007857152260839939,0.08003272861242294,,,,,
471000,319.3988342,470899,1.0076767206192017,0.0001965450924118268,-56.24091720581055,819.8,0.007553263567388058,6.278382778167725,,,,,
472000,316.3315242,471899,0.8221879005432129,0.0001965450924118268,-56.438751220703125,851.2,0.007872850634157658,19.513216018676758,,,,,
472782,,472681,-2.3841655254364014,0.0001965450924118268,-56.61908721923828,,0.007612148299813271,0.08233916759490967,852.96,56,560,287.90027825,8407
473000,314.13097819999996,472899,-1.4406752586364746,0.0001965450924118268,-56.55773162841797,861.0,0.007526607718318701,6.443145751953125,,,,,
474000,233.22197779999996,473899,0.5429648160934448,0.0001965450924118268,-56.197242736816406,750.2,0.007257604971528053,6.206596374511719,,,,,
475000,315.52269680000006,474899,-0.8750044703483582,0.0001965450924118268,-57.0267448425293,843.8,0.007261273916810751,0.0929706022143364,,,,,
476000,320.8981508,475899,1.1452674865722656,0.0001965450924118268,-56.479007720947266,838.6,0.007309174630790949,0.07209126651287079,,,,,
476253,,476152,1.0133183002471924,0.0001965450924118268,-56.25074768066406,,0.007374908309429884,0.09420637786388397,858.09,56,564,291.59760876,8466
477000,254.034786,476899,0.08568370342254639,0.0001965450924118268,-56.172889709472656,778.0,0.007285301573574543,0.11450561881065369,,,,,
478000,316.491265,477899,-1.2109960317611694,0.0001965450924118268,-56.10850143432617,855.8,0.007280577905476093,6.653860569000244,,,,,
479000,315.0266874,478899,0.3601734936237335,0.0001965450924118268,-56.77489471435547,839.6,0.007156945765018463,6.8275980949401855,,,,,
479793,,479692,0.1904374659061432,0.0001965450924118268,-56.84877014160156,,0.0070325410924851894,0.08271394670009613,858.4,56,568,291.69601736,8521
480000,230.5032636,479899,0.7318830490112305,0.0001965450924118268,-56.07642364501953,748.8,0.007096355315297842,0.10156196355819702,,,,,
481000,308.715554,480899,1.007625699043274,0.0001965450924118268,-56.11357116699219,850.6,0.006904942914843559,0.13796815276145935,,,,,
482000,317.06910780000004,481899,-1.0164786577224731,0.0001965450924118268,-56.40454864501953,868.0,0.007325497455894947,0.06804797053337097,,,,,
483000,311.54029660000003,482899,-0.5488927364349365,0.0001965450924118268,-56.432151794433594,872.0,0.007089817430824041,0.17634263634681702,,,,,
483286,,483185,0.5194551944732666,0.0001965450924118268,-56.861000061035156,,0.006957012694329023,0.07073861360549927,864.1,56,572,296.19255444000004,8578
484000,311.379454,483899,-0.3053796887397766,0.0001965450924118268,-56.51683807373047,871.0,0.006750720553100109,6.521299362182617,,,,,
485000,232.5630892,484899,-0.7520042061805725,0.0001965450924118268,-56.80314636230469,700.6,0.007047075778245926,0.13697850704193115,,,,,
486000,314.113659,485899,-0.5951184034347534,0.0001965450924118268,-57.05897521972656,856.2,0.007074778433889151,0.13451622426509857,,,,,
486777,,486676,-0.43524396419525146,0.0001965450924118268,-56.738319396972656,,0.007257591001689434,0.1307007223367691,864.43,56,576,296.29426730999995,8632
487000,313.57370660000004,486899,-0.28018420934677124,0.0001965450924118268,-56.901737213134766,841.2,0.007145835552364588,6.48699951171875,,,,,
488000,319.851966,487899,0.4864998757839203,0.0001965450924118268,-56.335662841796875,825.6,0.007062210235744715,6.10869026184082,,,,,
489000,312.5581062,488899,1.0617196559906006,0.0001965450924118268,-56.696292877197266,873.2,0.00720190117135644,6.737975597381592,,,,,
490000,318.593378,489899,-0.8420161604881287,0.0001965450924118268,-56.345237731933594,852.6,0.00785082671791315,0.18858012557029724,,,,,
490232,,490131,0.24884344637393951,0.0001965450924118268,-56.29294204711914,,0.007830622605979443,12.799943923950195,871.97,56,580,298.97965553,8689
491000,317.0742882,490899,-0.7466245889663696,0.0001965450924118268,-56.83052444458008,842.6,0.00775713799521327,0.07234601676464081,,,,,
492000,310.26118239999994,491899,0.3224363327026367,0.0001965450924118268,-56.86228942871094,870.8,0.007410427555441856,0.05833453685045242,,,,,
493000,317.4731968,492899,-0.9738343358039856,0.0001965450924118268,-56.59675979614258,876.2,0.007597103249281645,0.08860786259174347,,,,,
493701,,493600,1.2969788312911987,0.0001965450924118268,-56.729644775390625,,0.007366108242422342,0.1990833282470703,872.08,56,584,299.09963945,8743
494000,315.1366702,493899,1.880810260772705,0.0001965450924118268,-56.37244415283203,849.6,0.007471255026757717,0.37346717715263367,,,,,
495000,151.530991,494899,0.8688910007476807,0.0001965450924118268,-56.66510772705078,559.0,0.0074212937615811825,0.10973558574914932,,,,,
496000,282.5584382,495899,0.8342939019203186,0.0001965450924118268,-56.962223052978516,864.4,0.007572763133794069,0.06550493091344833,,,,,
497000,318.1667724,496899,-0.8263599872589111,0.0001965450924118268,-57.059776306152344,818.2,0.007422440219670534,0.06754451990127563,,,,,
497179,,497078,1.4490734338760376,0.0001965450924118268,-56.68212127685547,,0.007383265532553196,19.390377044677734,872.72,56,588,300.47898629,8804
498000,316.8013196,497899,0.8869556188583374,0.0001965450924118268,-56.50681686401367,837.0,0.007469826843589544,6.706470012664795,,,,,
499000,312.74632379999997,498899,-1.4731864929199219,0.0001965450924118268,-56.90155792236328,844.2,0.007703409530222416,12.82086181640625,,,,,
500000,317.0799532,499899,0.6367498636245728,0.0001965450924118268,-56.38948059082031,886.8,0.007929272018373013,0.22622111439704895,,,,,
